Title;Source;DOI;Year Published;WOS number
Direct contribution of clams (Ruditapes philippinarum) to benthic fluxes, nitrification, denitrification and nitrous oxide emission in a farmed sediment;ESTUARINE COASTAL AND SHELF SCIENCE;10.1016/j.ecss.2014.12.021;2015;WOS:000351973100011
Forgotten in the taxonomic literature: resurrection of the scleractinian coral genus Sclerophyllia (Scleractinia, Lobophylliidae) from the Arabian Peninsula and its phylogenetic relationships;SYSTEMATICS AND BIODIVERSITY;10.1080/14772000.2014.978915;2015;WOS:000349016100003
Ecotoxicity of diethylene glycol and risk assessment for marine environment;JOURNAL OF HAZARDOUS MATERIALS;10.1016/j.jhazmat.2014.11.008;2015;WOS:000347581900016
Offshore grids for renewables: do we need a particular regulatory framework?;ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY;10.5547/2160-5890.4.1.lmee;2015;WOS:000357435000008
Anthropogenic impact on river basins: temporal evolution of sediment classes and accumulation rates in the northern Tyrrhenian Sea, Italy;OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES;10.1515/ohs-2015-0008;2015;WOS:000355090200008
Ice sheet extension to the Celtic Sea shelf edge at the Last Glacial Maximum;QUATERNARY SCIENCE REVIEWS;10.1016/j.quascirev.2014.12.010;2015;WOS:000353431100009
THE GENERA GLYCYMERIS, AEQUIPECTEN AND ARCTICA, AND ASSOCIATED MOLLUSK FAUNA OF THE LOWER PLEISTOCENE ARDA RIVER SECTION (NORTHERN ITALY);RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA;;2015;WOS:000353100600006
Pharisatichthys aquensis n. gen., n. sp.: a new fossil fish (Teleostei, Gerreidae) from the late Oligocene of Aix-en-Provence (Bouches-du-Rhone, France);GEODIVERSITAS;10.5252/g2015n1a5;2015;WOS:000352144600005
The relationship among catch, fishing effort, and measures of fish stock abundance: implications in the Adriatic Sea;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;10.1139/cjfas-2014-0337;2015;WOS:000351773700008
Mediterranean Sea large-scale low-frequency ocean variability and water mass formation rates from 1987 to 2007: A retrospective analysis;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2013.11.003;2015;WOS:000352038700015
Glauconitic-rich strata from Oligo-Miocene shallow-marine siliciclastic deposits of the northern margin of Africa (Tunisia): geochemical approach for basin analysis;ARABIAN JOURNAL OF GEOSCIENCES;10.1007/s12517-014-1288-z;2015;WOS:000351083700038
