Title;Source;DOI;Year Published;WOS number
Food resource partitioning between stream-dwelling Arctic charr Salvelinus alpinus (L.), Atlantic salmon Salmo salar L. and alpine bullhead Cottus poecilopus Heckel, 1836: an example of water column segregation;HYDROBIOLOGIA;10.1007/s10750-015-2547-z;2016;WOS:000387222500009
Environmental conditions required for intensive farming of Arctic charr (Salvelinus alpinus (L.));HYDROBIOLOGIA;10.1007/s10750-015-2572-y;2016;WOS:000387222500027
Net primary productivity estimates and environmental variables in the Arctic Ocean: An assessment of coupled physical-biogeochemical models;JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS;10.1002/2016JC011993;2016;WOS:000393140400013
Primary production enhancement in a shallow seamount (Gorringe - Northeast Atlantic);JOURNAL OF MARINE SYSTEMS;10.1016/j.jmarsys.2016.07.012;2016;WOS:000385329600002
"Defining ""serious harm"" to the marine environment in the context of deep-seabed mining";MARINE POLICY;10.1016/j.marpol.2016.09.032;2016;WOS:000390494100030
Breaking wave interaction with a vertical cylinder and the effect of breaker location;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.10.025;2016;WOS:000389294900009
Data analysis on marine engine operating regions in relation to ship navigation;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.10.029;2016;WOS:000389294900015
Effect of long-term fasting and a subsequent meal on mRNA abundances of hypothalamic appetite regulators, central and peripheral leptin expression and plasma leptin levels in rainbow trout;PEPTIDES;10.1016/j.peptides.2015.08.010;2016;WOS:000389174100020
Advection in polar and sub-polar environments: Impacts on high latitude marine ecosystems;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2016.10.004;2016;WOS:000390723200004
Current and future trends in marine image annotation software;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2016.07.005;2016;WOS:000390723200006
The build-up, configuration, and dynamical sensitivity of the Eurasian ice-sheet complex to Late Weichselian climatic and oceanic forcing;QUATERNARY SCIENCE REVIEWS;10.1016/j.quascirev.2016.10.009;2016;WOS:000389116000008
Multiphase response of palynomorphs to the Toarcian Oceanic Anoxic Event (Early Jurassic) in the Reka Valley section, Hungary;REVIEW OF PALAEOBOTANY AND PALYNOLOGY;10.1016/j.revpalbo.2016.09.011;2016;WOS:000389114900005
Seasonal dietary shift to zooplankton influences stable isotope ratios and total mercury concentrations in Arctic charr (Salvelinus alpinus (L.));HYDROBIOLOGIA;10.1007/s10750-016-2685-y;2016;WOS:000387222500005
The trophic niche of Arctic charr in large southern Scandinavian lakes is determined by fish community and lake morphometry;HYDROBIOLOGIA;10.1007/s10750-016-2646-5;2016;WOS:000387222500010
Change in relative abundance of Atlantic salmon and Arctic charr in Veidnes River, Northern Norway: a possible effect of climate change?;HYDROBIOLOGIA;10.1007/s10750-016-2690-1;2016;WOS:000387222500012
Parallel evolution of profundal Arctic charr morphs in two contrasting fish communities;HYDROBIOLOGIA;10.1007/s10750-016-2647-4;2016;WOS:000387222500018
Arctic charr exploit restricted urbanized coastal areas during marine migration: Could they be in harm's way?;HYDROBIOLOGIA;10.1007/s10750-016-2787-6;2016;WOS:000387222500026
Effects of lumpfish size on foraging behaviour and co-existence with sea lice infected Atlantic salmon in sea cages;AQUACULTURE;10.1016/j.aquaculture.2016.08.015;2016;WOS:000385372200004
Broadening the horizon of size selectivity in trawl gears;FISHERIES RESEARCH;10.1016/j.fishres.2015.08.030;2016;WOS:000385606300004
Selectivity and retention of pollock Pollachius virens in a Gulf of Maine trawl fishery;FISHERIES RESEARCH;10.1016/j.fishres.2015.07.029;2016;WOS:000385606300007
Impact of codend mesh sizes on selectivity and retention of Acadian redfish Sebastes fasciatus in the Gulf of Maine trawl fishery;FISHERIES RESEARCH;10.1016/j.fishres.2016.06.013;2016;WOS:000385606300008
Reducing flatfish bycatch in roundfish fisheries;FISHERIES RESEARCH;10.1016/j.fishres.2015.08.025;2016;WOS:000385606300009
Glacier inputs influence organic matter composition and prokaryotic distribution in a high Arctic fjord (Kongsfjorden, Svalbard);JOURNAL OF MARINE SYSTEMS;10.1016/j.jmarsys.2016.08.009;2016;WOS:000385329600010
Dietary Butyrate Helps to Restore the Intestinal Status of a Marine Teleost (Sparus aurata) Fed Extreme Diets Low in Fish Meal and Fish Oil;PLoS One;10.1371/journal.pone.0166564;2016;WOS:000389474000011
Low CO2 Sensitivity of Microzooplankton Communities in the Gullmar Fjord, Skagerrak: Evidence from a Long-Term Mesocosm Study;PLOS ONE;10.1371/journal.pone.0165800;2016;WOS:000389472400012
Distribution of crustal types in Canada Basin, Arctic Ocean;TECTONOPHYSICS;10.1016/j.tecto.2016.01.038;2016;WOS:000389390900002
Surface mass balance and water stable isotopes derived from firn cores on three ice rises, Fimbul Ice Shelf, Antarctica;CRYOSPHERE;10.5194/tc-10-2763-2016;2016;WOS:000387870800001
A stable Faroe Bank Channel overflow 1995-2015;OCEAN SCIENCE;10.5194/os-12-1205-2016;2016;WOS:000388193600001
Benefits of assimilating thin sea ice thickness from SMOS into the TOPAZ system;CRYOSPHERE;10.5194/tc-10-2745-2016;2016;WOS:000387870600002
Skeletal muscle growth dynamics and the influence of first-feeding diet in Atlantic cod larvae (Gadus morhua L.);BIOLOGY OPEN;10.1242/bio.018556;2016;WOS:000388302100003
Plastic ingestion by Atlantic cod (Gadus morhua) from the Norwegian coast;MARINE POLLUTION BULLETIN;10.1016/j.marpolbul.2016.08.034;2016;WOS:000386188900023
The Microbiome and Occurrence of Methanotrophy in Carnivorous Sponges;FRONTIERS IN MICROBIOLOGY;10.3389/fmicb.2016.01781;2016;WOS:000388697900001
Quantification and Analysis of Icebergs in a Tidewater Glacier Fjord Using an Object-Based Approach;PLOS ONE;10.1371/journal.pone.0164444;2016;WOS:000387724300016
Benthic foraminiferal biogeography in NW European fjords: A baseline for assessing future change;ESTUARINE COASTAL AND SHELF SCIENCE;10.1016/j.ecss.2016.08.014;2016;WOS:000386406500021
Bioluminescence as an ecological factor during high Arctic polar night;SCIENTIFIC REPORTS;10.1038/srep36374;2016;WOS:000386762600002
Widespread genetic introgression of escaped farmed Atlantic salmon in wild salmon populations;ICES JOURNAL OF MARINE SCIENCE;10.1093/icesjms/fsw121;2016;WOS:000402376300006
Trophic positions of mesozooplankton across the North Atlantic: estimates derived from biovolume spectrum theories and stable isotope analyses;JOURNAL OF PLANKTON RESEARCH;10.1093/plankt/fbw070;2016;WOS:000393031000002
Arsenic bioaccumulation and biotransformation in deep-sea hydrothermal vent organisms from the PACMANUS hydrothermal field, Manus Basin, Papua New Guinea;DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS;10.1016/j.dsr.2016.08.012;2016;WOS:000390514800009
Seasonal and long-term changes in elemental concentrations and ratios of marine particulate organic matter;GLOBAL BIOGEOCHEMICAL CYCLES;10.1002/2016GB005409;2016;WOS:000390812300008
A review of Greenland shark (Somniosus microcephalus) studies in the Kongsfjorden area, Svalbard Norway;POLAR BIOLOGY;10.1007/s00300-016-1949-3;2016;WOS:000390030500018
Living on the edge of a shrinking habitat: the ivory gull, Pagophila eburnea, an endangered sea-ice specialist;BIOLOGY LETTERS;10.1098/rsbl.2016.0277;2016;WOS:000389637100003
Behavioral responses of Arctica islandica (Bivalvia: Arcticidae) to simulated leakages of carbon dioxide from sub-sea geological storage;AQUATIC TOXICOLOGY;10.1016/j.aquatox.2016.10.009;2016;WOS:000388777600030
Experimental and numerical study of the response of the offshore combined wind/wave energy concept SFC in extreme environmental conditions;MARINE STRUCTURES;10.1016/j.marstruc.2016.06.005;2016;WOS:000389114100003
Trace Element Concentrations in Relation to the Trophic Behaviour of Endangered Ivory Gulls (Pagophila eburnea) During Their Stay at a Breeding Site in Svalbard;ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY;10.1007/s00244-016-0320-6;2016;WOS:000387086000007
Smoltification and seawater transfer of Atlantic salmon (Salmo salar L) is associated with systemic repression of the immune transcriptome;FISH & SHELLFISH IMMUNOLOGY;10.1016/j.fsi.2016.09.026;2016;WOS:000387523100005
Morphological and functional development of the interbranchial lymphoid tissue (ILT) in Atlantic salmon (Salmo salar L);FISH & SHELLFISH IMMUNOLOGY;10.1016/j.fsi.2016.09.013;2016;WOS:000387523100020
The interaction between sea ice and salinity-dominated ocean circulation: implications for halocline stability and rapid changes of sea ice cover;CLIMATE DYNAMICS;10.1007/s00382-016-3027-5;2016;WOS:000386062000035
Production of dissolved organic carbon by Oithona nana (Copepoda: Cyclopoida) grazing on two species of dinoflagellates;MARINE BIOLOGY;10.1007/s00227-016-3005-9;2016;WOS:000386768500016
Reconstructing the retreat dynamics of the Bjornoyrenna Ice Stream based on new 3D seismic data from the central Barents Sea;QUATERNARY SCIENCE REVIEWS;10.1016/j.quascirev.2016.09.003;2016;WOS:000386404300013
Early life stages of an arctic keystone species (Boreogadus saida) show high sensitivity to a water-soluble fraction of crude oil;ENVIRONMENTAL POLLUTION;10.1016/j.envpol.2016.07.044;2016;WOS:000385596000066
Species composition and infection dynamics of ascaridoid nematodes in Barents Sea capelin (Mallotus villosus) reflecting trophic position of fish host;PARASITOLOGY RESEARCH;10.1007/s00436-016-5209-9;2016;WOS:000385142100024
In vitro Assessment of Hg Toxicity in Hepatocytes from Heat-Stressed Atlantic Salmon;BIOLOGICAL TRACE ELEMENT RESEARCH;10.1007/s12011-016-0670-y;2016;WOS:000385132300027
Shallow plumbing systems inferred from spatial analysis of pockmark arrays;MARINE AND PETROLEUM GEOLOGY;10.1016/j.marpetgeo.2016.07.029;2016;WOS:000384861400055
2D petroleum system analysis of the Tarfaya Basin, on-offshore Morocco, North Africa;MARINE AND PETROLEUM GEOLOGY;10.1016/j.marpetgeo.2016.08.006;2016;WOS:000384861400070
The distribution of blue whiting west of the British Isles and Ireland;FISHERIES RESEARCH;10.1016/j.fishres.2016.05.012;2016;WOS:000382599600004
Measurements of Waves in Landfast Ice Using Inertial Motion Units;IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING;10.1109/TGRS.2016.2584182;2016;WOS:000385188200012
Multidecadal climate and seasonal snow conditions in Svalbard;JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE;10.1002/2016JF003999;2016;WOS:000392825900008
Time series analysis of data for sea surface temperature and upwelling components from the southwest coast of Portugal;JOURNAL OF MARINE SYSTEMS;10.1016/j.jmarsys.2016.06.002;2016;WOS:000382408000002
Lipid turnover reflects life-cycle strategies of small-sized Arctic copepods;JOURNAL OF PLANKTON RESEARCH;10.1093/plankt/fbw076;2016;WOS:000393031000007
Removal of methane through hydrological, microbial, and geochemical processes in the shallow sediments of pockmarks along eastern Vestnesa Ridge (Svalbard);LIMNOLOGY AND OCEANOGRAPHY;10.1002/lno.10299;2016;WOS:000388560900023
Effects of climate change on methane emissions from seafloor sediments in the Arctic Ocean: A review;LIMNOLOGY AND OCEANOGRAPHY;10.1002/lno.10307;2016;WOS:000388560900021
Metabarcoding and metabolome analyses of copepod grazing reveal feeding preference and linkage to metabolite classes in dynamic microbial plankton communities;MOLECULAR ECOLOGY;10.1111/mec.13844;2016;WOS:000386353200023
Molecular signatures of transgenerational response to ocean acidification in a species of reef fish;NATURE CLIMATE CHANGE;10.1038/NCLIMATE3087;2016;WOS:000389428300015
Substantial energy input to the mesopelagic ecosystem from the seasonal mixed-layer pump;NATURE GEOSCIENCE;10.1038/NGEO2818;2016;WOS:000387718200008
Environmental and climate reconstruction of the late-glacial-Holocene transition from a lake sediment sequence in Aubrac, French Massif Central: Chironomid and diatom evidence;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;10.1016/j.palaeo.2016.08.039;2016;WOS:000385599900024
Physiological Challenges to Fishes in a Warmer and Acidified Future;PHYSIOLOGY;10.1152/physiol.00055.2015;2016;WOS:000390119600007
Stress physiology and reproductive phenology of Arctic endemic kelp Laminaria solidungula J. Agardh;POLAR BIOLOGY;10.1007/s00300-015-1813-x;2016;WOS:000390030500004
Changes in kelp forest biomass and depth distribution in Kongsfjorden, Svalbard, between 1996-1998 and 2012-2014 reflect Arctic warming;POLAR BIOLOGY;10.1007/s00300-015-1870-1;2016;WOS:000390030500008
Distribution of macroalgae in Kongsfjorden, Svalbard;POLAR BIOLOGY;10.1007/s00300-016-2048-1;2016;WOS:000390030500009
Temporal shift in biomass and production of macrozoobenthos in the macroalgal belt at Hansneset, Kongsfjorden, after 15 years;POLAR BIOLOGY;10.1007/s00300-015-1760-6;2016;WOS:000390030500011
Do benthic meiofaunal and macrofaunal communities respond to seasonality in pelagial processes in an Arctic fjord (Kongsfjorden, Spitsbergen)?;POLAR BIOLOGY;10.1007/s00300-016-1982-2;2016;WOS:000390030500014
Monitoring Bedfast Ice and Ice Phenology in Lakes of the Lena River Delta Using TerraSAR-X Backscatter and Coherence Time Series;REMOTE SENSING;10.3390/rs8110903;2016;WOS:000388798400024
Trans-intestinal absorption rates differ between free amino acids during larval development in Atlantic herring (Clupea harengus);AQUACULTURE;10.1016/j.aquaculture.2016.06.029;2016;WOS:000383370300031
Modelling growth performance and feeding behaviour of Atlantic salmon (Salmo salar L.) in commercial-size aquaculture net pens: Model details and validation through full-scale experiments;AQUACULTURE;10.1016/j.aquaculture.2016.06.045;2016;WOS:000383370300037
Atlantic salmon (Salmo salar) and Coho salmon (Oncorhynchus kisutch) display differential metabolic changes in response to infestation by the ectoparasite Caligus rogercresseyi;AQUACULTURE;10.1016/j.aquaculture.2016.07.029;2016;WOS:000383370300061
Performance of triploid Atlantic cod (Gadus morhua L.) in commercial aquaculture;AQUACULTURE;10.1016/j.aquaculture.2016.08.018;2016;WOS:000383370300089
Can a square-mesh panel inserted in front of the codend improve the exploitation pattern in Mediterranean bottom trawl fisheries?;FISHERIES RESEARCH;10.1016/j.fishres.2016.05.007;2016;WOS:000382599600002
Temporal and spatial patterns of reproductive indices of European hake (Merluccius merluccius) in the northern North Sea and Norwegian coastal areas;FISHERIES RESEARCH;10.1016/j.fishres.2016.06.008;2016;WOS:000382599600021
Spatial variation in fecundity of Norwegian coastal cod, Gadus morhua (Linnaeus), along the coast of Norway;FISHERIES RESEARCH;10.1016/j.fishres.2016.05.023;2016;WOS:000382599600041
Can reducing the incoming energy flux over the Southern Ocean in a CGCM improve its simulation of tropical climate?;GEOPHYSICAL RESEARCH LETTERS;10.1002/2016GL071150;2016;WOS:000388293800055
Irminger Sea deep convection injects oxygen and anthropogenic carbon to the ocean interior;NATURE COMMUNICATIONS;10.1038/ncomms13244;2016;WOS:000386309000001
Spatially Explicit Analysis of Genome-Wide SNPs Detects Subtle Population Structure in a Mobile Marine Mammal, the Harbor Porpoise;PLOS ONE;10.1371/journal.pone.0162792;2016;WOS:000389602800012
Impact of climate change on the production and transport of sea salt aerosol on European seas;ATMOSPHERIC CHEMISTRY AND PHYSICS;10.5194/acp-16-13081-2016;2016;WOS:000387112200001
Thermogenic methane release as a cause for the long duration of the PETM;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;10.1073/pnas.1603348113;2016;WOS:000386087100041
Effects of an Offshore Wind Farm (OWF) on the Common Shore Crab Carcinus maenas: Tagging Pilot Experiments in the Lillgrund Offshore Wind Farm (Sweden);PLOS ONE;10.1371/journal.pone.0165096;2016;WOS:000389046900028
The cladorhizid fauna (Porifera, Poecilosclerida) of the Caribbean and adjacent waters;ZOOTAXA;10.11646/zootaxa.4175.6.2;2016;WOS:000385585800002
Evidence for regional cooling, frontal advances, and East Greenland Ice Sheet changes during the demise of the last interglacial;QUATERNARY SCIENCE REVIEWS;10.1016/j.quascirev.2016.08.029;2016;WOS:000393845900013
Ocean carbon cycling during the past 130 000 years - a pilot study on inverse palaeoclimate record modelling;CLIMATE OF THE PAST;10.5194/cp-12-1949-2016;2016;WOS:000401350800001
Habitat Discontinuities Separate Genetically Divergent Populations of a Rocky Shore Marine Fish;PLOS ONE;10.1371/journal.pone.0163052;2016;WOS:000385697200032
Assessment of Hg Pollution Released from a WWII Submarine Wreck (U-864) by Hg Isotopic Analysis of Sediments and Cancer pagurus Tissues;ENVIRONMENTAL SCIENCE & TECHNOLOGY;10.1021/acs.est.6b02128;2016;WOS:000384841900008
Selection on oxidative phosphorylation and ribosomal structure as a multigenerational response to ocean acidification in the common copepod Pseudocalanus acuspes;EVOLUTIONARY APPLICATIONS;10.1111/eva.12335;2016;WOS:000387763200007
Sources and turnover of organic carbon and methane in fjord and shelf sediments off northern Norway;GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS;10.1002/2016GC006296;2016;WOS:000388694600011
Winter ocean-ice interactions under thin sea ice observed by IAOOS platforms during N-ICE2015: Salty surface mixed layer and active basal melt;JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS;10.1002/2016JC012195;2016;WOS:000388602200038
Effect of waves on cavitation and pressure pulses;APPLIED OCEAN RESEARCH;10.1016/j.apor.2016.08.009;2016;WOS:000387300800005
Observations of atmospheric methane and its stable isotope ratio (delta C-13) over the Russian Arctic seas from ship cruises in the summer and autumn of 2015;DOKLADY EARTH SCIENCES;10.1134/S1028334X16100160;2016;WOS:000387334700021
Early-stage sea lice recruits on Atlantic salmon are freshwater sensitive;JOURNAL OF FISH DISEASES;10.1111/jfd.12452;2016;WOS:000387108800004
High atmospheric horizontal resolution eliminates the wind-driven coastal warm bias in the southeastern tropical Atlantic;GEOPHYSICAL RESEARCH LETTERS;10.1002/2016GL070530;2016;WOS:000386939800019
Collective responses of a large mackerel school depend on the size and speed of a robotic fish but not on tail motion;BIOINSPIRATION & BIOMIMETICS;10.1088/1748-3190/11/5/056020;2016;WOS:000386043200001
Interaction between migration behaviour and estuarine mortality in cultivated Atlantic salmon Salmo salar smolts;JOURNAL OF FISH BIOLOGY;10.1111/jfb.13097;2016;WOS:000385568500005
Bathymetric gradients of fecundity and egg size in fishes: A Mediterranean case study;DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS;10.1016/j.dsr.2016.08.005;2016;WOS:000385326700011
Ocean warming expands habitat of a rich natural resource and benefits a national economy;ECOLOGICAL APPLICATIONS;10.1002/eap.1384;2016;WOS:000385623900005
Transcriptome sequencing of maraena whitefish (Coregonus maraena);MARINE GENOMICS;10.1016/j.margen.2016.05.006;2016;WOS:000385472900004
Sequencing and characterization of a multi-organ Arctic charr transcriptome: A toolbox for investigating polymorphism and seasonal life in a high Arctic fish;MARINE GENOMICS;10.1016/j.margen.2016.04.006;2016;WOS:000385472900008
Growth and Smoltification of Three Norwegian Strains of Atlantic Salmon Salmo salar Reared under Different Thermal Regimes;RIVER RESEARCH AND APPLICATIONS;10.1002/rra.3011;2016;WOS:000385431600012
Methodology for assessment of the operational limits and operability of marine operations;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.08.015;2016;WOS:000384860900030
A Comparative Study of Moored/Point and Acoustic Tomography/Integral Observations of Sound Speed in Fram Strait Using Objective Mapping Techniques;JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY;10.1175/JTECH-D-15-0251.1;2016;WOS:000384537400003
Influence of Tropical Pacific Sea Surface Temperature on the Genesis of Gulf Stream Cyclones;JOURNAL OF THE ATMOSPHERIC SCIENCES;10.1175/JAS-D-16-0072.1;2016;WOS:000384679900023
Coastal evolution and sedimentary mobility of Brogger Peninsula, northwest Spitsbergen;POLAR BIOLOGY;10.1007/s00300-016-1930-1;2016;WOS:000384551800002
A (too) bright future? Arctic diatoms under radiation stress;POLAR BIOLOGY;10.1007/s00300-016-2003-1;2016;WOS:000384551800004
Plankton community composition and vertical migration during polar night in Kongsfjorden;POLAR BIOLOGY;10.1007/s00300-016-2015-x;2016;WOS:000384551800014
Hypoxia Tolerance and Metabolic Suppression in Oxygen Minimum Zone Euphausiids: Implications for Ocean Deoxygenation and Biogeochemical Cycles;INTEGRATIVE AND COMPARATIVE BIOLOGY;10.1093/icb/icw091;2016;WOS:000384303700003
North Atlantic Storm-Track Sensitivity to Projected Sea Surface Temperature: Local versus Remote Influences;JOURNAL OF CLIMATE;10.1175/JCLI-D-15-0860.1;2016;WOS:000384148000009
Are coping styles consistent in the teleost fish Sparus aurata through sexual maturation and sex reversal?;FISH PHYSIOLOGY AND BIOCHEMISTRY;10.1007/s10695-016-0231-5;2016;WOS:000383355700016
Stakeholder Involvement for Management of the Coastal Zone;INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT;10.1002/ieam.1783;2016;WOS:000383365800021
The Physical Behavior of Seine Ropes for Evaluating Demersal Seine Fishing;JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME;10.1115/1.4033778;2016;WOS:000383870900002
Evidence of fluid seepage in Gronfjorden, Spitsbergen: Implications from an integrated acoustic study of seafloor morphology, marine sediments and tectonics;MARINE GEOLOGY;10.1016/j.margeo.2016.07.002;2016;WOS:000383938100004
The Norwegian management of an introduced species: the Arctic red king crab fishery;MARINE POLICY;10.1016/j.marpol.2016.04.041;2016;WOS:000383821500031
On small satellites for oceanography: A survey;ACTA ASTRONAUTICA;10.1016/j.actaastro.2016.06.007;2016;WOS:000383525100039
Effects of dietary protein-to-lipid ratio on digestive and absorptive processes in sea bass fingerlings;AQUACULTURE;10.1016/j.aquaculture.2016.05.039;2016;WOS:000381010800022
The effect of low temperatures and photoperiods on growth and vertebra morphometry in Atlantic salmon;AQUACULTURE INTERNATIONAL;10.1007/s10499-016-9999-7;2016;WOS:000382680500016
